ticket_id,subject,body,priority,department
TKT-11189,Wrong item shipped,I ordered monitor stand but received phone charger instead. Order #700132. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11680,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every weekly. I can't find this option in the Enterprise plan. Is it available or do I need to upgrade?,Medium,Product
TKT-11714,Product feedback and bug report,"The new team collaboration is great but it crashes when exporting to CSV on Windows 11. Error: ERR_502. Also, it would be useful to add audit logging support.",Urgent,Technical
TKT-10934,Partial order received,Order #700130 was supposed to contain 4 items but only 2 arrived. Missing: laptop sleeve. The packing slip shows all items were included.,High,Shipping
TKT-10980,Documentation unclear,The docs for the workflow automation API endpoint are missing examples for project management. I've spent 5 hours trying to figure out the correct request format. Can you provide a working example?,Medium,Product
TKT-11630,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 100,000-record dataset.",Medium,Product
TKT-11270,Onboarding guidance needed,We just signed up for the Growth plan with 10 users. Could you recommend the best way to onboard our team? We primarily need custom dashboards and white-label options.,High,Product
TKT-10452,Application crashes on startup,"After the latest update, the desktop app crashes immediately on launch. I'm running macOS Sonoma version 4.0.0. Error code: ERR_502. I've tried reinstalling but the issue persists.",Low,Technical
TKT-11402,Cannot connect to API,Our integration is returning ERR_502 errors when calling the /v2/data endpoint. This started around 4:45 PM GMT today. API key is still valid. Please check server-side logs.,Urgent,Technical
TKT-10179,Damaged package,My order #700118 arrived with significant damage to the packaging and the laptop sleeve inside is broken. I've attached photos. Please send a replacement.,Urgent,Shipping
TKT-10277,Webhook delivery failures,We're not receiving webhooks at our endpoint since March 15. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Medium,Technical
TKT-11229,Wrong item shipped,I ordered monitor stand but received webcam instead. Order #700129. I need the correct item sent and a return label for the wrong one.,High,Shipping
TKT-10478,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account maria.g@retailco.com. Please confirm when this is done and provide a confirmation reference.",Low,Account
TKT-11818,Charged for item I returned,I returned order #700129 on March 10 but I was charged $49.00 again. The laptop sleeve was sent back via ACH. Need a refund.,Medium,Billing
TKT-11294,Partial order received,Order #700142 was supposed to contain 3 items but only 4 arrived. Missing: monitor stand. The packing slip shows all items were included.,High,Product
TKT-11333,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account admin@techfirm.io. Please confirm when this is done and provide a confirmation reference.",Low,Account
TKT-10014,Wrong item shipped,I ordered USB-C hub but received mouse pad instead. Order #700124. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-11675,Integration with third-party tool,Do you support integration with Google Sheets? We use it heavily for compliance reporting and having a native connector would save us hours of manual data transfer each daily.,Medium,Product
TKT-10093,Cancel my subscription,I need to cancel my Growth subscription effective last Friday. Please confirm the cancellation and any remaining balance. Account holder: Sarah Chen.,High,Account
TKT-10158,Add team members,I need to add 5 new users to our Professional plan. Their email addresses are attached. Please confirm if this affects our pricing.,Medium,Account
TKT-10854,Order not received,My order #700112 was supposed to arrive by two days ago but I still haven't received it. Tracking number 1Z9999948 shows it's been in transit for 7 days.,Urgent,Shipping
TKT-11713,Wrong amount on subscription renewal,My Business plan renewed at $249.50 instead of $99.95. I didn't authorize any changes. Account AC-100015. Also the dashboard shows the old plan features.,Medium,Billing
TKT-11441,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Business plan.,Urgent,Billing
TKT-11187,Mobile app sync issues,Changes made in the mobile app on Android 13 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 3.2.1.,Medium,Technical
TKT-11185,Documentation unclear,The docs for the custom dashboards API endpoint are missing examples for lead tracking. I've spent 3 hours trying to figure out the correct request format. Can you provide a working example?,Medium,Product
TKT-11780,Shipping delay affecting our project,Order #700125 with USB-C hub was supposed to arrive two days ago. Our team can't proceed without it. Can we get an updated ETA? Also considering canceling if delayed further.,Medium,Shipping
TKT-11219,Request expedited shipping,Is it possible to upgrade order #700139 to expedited shipping? I need it by yesterday. Happy to pay the difference.,Medium,Shipping
TKT-10779,Change shipping address,"I need to update the shipping address for order #700148 from San Francisco to Miami. The order hasn't shipped yet. New address: 123 Main St, Suite 400.",Medium,Shipping
TKT-10907,Cannot connect to API,Our integration is returning ERR_502 errors when calling the /v2/data endpoint. This started around 9:30 AM EST today. API key is still valid. Please check server-side logs.,High,Technical
TKT-11865,Need to cancel and get refund,I want to cancel my Growth subscription and get a prorated refund for the remaining 14 days. Account maria.g@retailco.com. Please process ASAP.,High,Account
TKT-10973,Change account owner,We need to transfer account ownership from ops@startup.dev to cto@startup.dev. John Doe has left the company and Miguel Torres will be the new admin.,Low,Account
TKT-10726,Need to update payment method,I'd like to update the credit card on file for account AC-100017. My current card ending in 3456 has expired.,Medium,Billing
TKT-11034,Return shipping label needed,I'd like to return order #700112 (wireless keyboard). It doesn't fit our requirements. Could you please email a prepaid return label to admin@techfirm.io?,Low,Shipping
